pincode,latitude,longitude,hmap,name
400029,19.0797,72.8679,0.1,Shannon Young
400087,19.1391,72.8956,0.1,Cody Hill
400048,18.9104,72.8198,0.1,Robert Reed
400019,19.0269,72.8554,0.1,Carlos Colon
400085,19.0438,72.9121,0.1,Kevin Wilson
400022,19.0426,72.8638,0.1,Andrea Howe
400050,19.0552,72.83,0.1,Joel Vasquez
400095,19.1888,72.8197,0.1,Margaret Rich
400066,19.2313,72.8635,0.1,Amy Jones
400077,19.0779,72.9056,0.1,Dennis Carpenter
400063,19.1648,72.8533,0.1,Norma Huffman
400020,18.9351,72.8264,0.1,Jacqueline Carter
400006,18.9541,72.8004,0.1,Brian Murphy
400040,19.0636,72.9228,0.1,Heather Brown
400081,19.1661,72.9646,0.1,Danny Bray
400064,19.1872,72.8407,0.1,Nathaniel Wilson
400040,19.0636,72.9228,0.1,Kathryn Ayala
400030,19.0122,72.8219,0.1,Brandon Alexander
400049,19.1047,72.8268,0.1,Paul Benitez
400065,19.1556,72.885,0.1,Nathan Sanders
400083,19.1166,72.9374,0.1,Samuel Mann
400066,19.2313,72.8635,0.1,Grant Little
400028,19.0217,72.8375,0.1,Gabrielle Daniels
400054,19.082,72.8345,0.1,Jorge Evans
400021,18.9256,72.8242,0.1,Connie Adams
400093,19.1283,72.8677,0.1,Jason Morrison
400093,19.1283,72.8677,0.1,Jason Garcia
400084,19.0976,72.9032,0.1,Ryan Howard
400087,19.1391,72.8956,0.1,Alex Brooks
400028,19.0217,72.8375,0.1,Michael Smith
400069,19.1178,72.8737,0.1,Robert Blair
400062,19.1593,72.8427,0.1,Cindy Herrera
400035,18.9417,72.7936,0.1,Eric Davenport
400001,18.9385,72.8363,0.1,Robert Melton
400026,18.9706,72.8095,0.1,Leslie Novak
400003,18.9532,72.8353,0.1,Tanner Parker
400050,19.0552,72.83,0.1,Christopher Davis
400047,19.1246,72.8422,0.1,Gary Hubbard
400080,19.1721,72.9483,0.1,Daniel Garcia
400078,19.157,72.9327,0.1,Karen Nolan
400014,19.0148,72.8455,0.1,Robert Wilson
400041,19.0172,72.9398,0.1,John Olson
400053,19.1121,72.8611,0.1,Alexander Todd
400054,19.082,72.8345,0.1,Ryan Moss
400101,19.2059,72.8661,0.1,Michael Hogan
400077,19.0779,72.9056,0.1,Jody Rodriguez
400018,18.9985,72.8174,0.1,Michael Buchanan
400013,18.9982,72.8275,0.1,Connie Garcia
400075,19.0799,72.9174,0.1,Daniel Frederick
400027,18.9793,72.8383,0.1,David Zuniga
400079,19.1025,72.9254,0.1,Lauren Morales
400021,18.9256,72.8242,0.1,Taylor Chavez
400023,18.9321,72.8323,0.1,Shawn Anderson DDS
400076,19.1239,72.9094,0.1,Robert Alexander
400101,19.2059,72.8661,0.1,Miss Sarah Carter
400030,19.0122,72.8219,0.1,Brian Robinson
400062,19.1593,72.8427,0.1,Christie Rivera
400101,19.2059,72.8661,0.1,Jason Rogers
400038,18.9377,72.839,0.1,Allen Garcia
400015,18.9961,72.8528,0.1,Seth Madden
400013,18.9982,72.8275,0.1,Gene Lozano
400033,18.9856,72.8442,0.1,Thomas Fields
400095,19.1888,72.8197,0.1,Keith Johnson
400068,19.2591,72.8338,0.1,Gina Cuevas
400027,18.9793,72.8383,0.1,Grant Guerra
400701,19.125362,72.9992,0.1,Emily Newton
400018,18.9985,72.8174,0.1,Justin Larson
400074,19.029,72.8881,0.1,Heather Anderson
400047,19.1246,72.8422,0.1,Manuel Clark
400091,19.234,72.8399,0.1,Steven Smith
400066,19.2313,72.8635,0.1,Patrick Roberts
400091,19.234,72.8399,0.1,Stacey Hardy
400059,19.1119,72.879,0.1,Noah Campbell
400015,18.9961,72.8528,0.1,Kelly Nelson
400033,18.9856,72.8442,0.1,Daniel Williams
400062,19.1593,72.8427,0.1,Joshua Bush
400024,19.0611,72.8792,0.1,Danielle Wong
400013,18.9982,72.8275,0.1,Jerry Brown
400090,19.1629,72.8353,0.1,Adam Bradley
400042,19.1338,72.9384,0.1,Robert Williams
400095,19.1888,72.8197,0.1,Kathryn Kane
400073,19.0718,72.9168,0.1,Adam Martinez
400036,18.9625,72.805,0.1,Kristin Burch
400053,19.1121,72.8611,0.1,Adam Robinson
400009,18.9583,72.8389,0.1,John Gray
400058,19.1227,72.8302,0.1,John Reed
400006,18.9541,72.8004,0.1,Robert Marshall
400049,19.1047,72.8268,0.1,Rodney Gutierrez
400003,18.9532,72.8353,0.1,John Schultz
400015,18.9961,72.8528,0.1,Linda Gibson
400064,19.1872,72.8407,0.1,Cody Davis
400079,19.1025,72.9254,0.1,Katelyn Olson
400069,19.1178,72.8737,0.1,Kenneth Lyons
400079,19.1025,72.9254,0.1,Jerry Banks
400015,18.9961,72.8528,0.1,Melvin Clark
400080,19.1721,72.9483,0.1,Mark Bell
400615,19.2683,72.971,0.1,Kenneth Moore MD
400028,19.0217,72.8375,0.1,William Gonzalez
400059,19.1119,72.879,0.1,Brad Kirby
400012,18.9995,72.8397,0.1,Ethan Munoz
400012,18.9995,72.8397,0.1,Timothy Stokes
400013,18.9982,72.8275,0.1,Brian Mejia
400090,19.1629,72.8353,0.1,Alan Hensley
400099,19.0929,72.8654,0.1,Zachary Hill
400084,19.0976,72.9032,0.1,Donna Rodriguez
400039,18.9223,72.8312,0.1,Robert Reid
400052,19.0717,72.8341,0.1,David Cobb
400096,19.1267,72.8767,0.1,Jaime Jordan
400050,19.0552,72.83,0.1,David Nielsen
400071,19.0521,72.9007,0.1,Ronald Mata Jr.
400070,19.0741,72.8804,0.1,Valerie Friedman
400050,19.0552,72.83,0.1,Anthony Jones
400018,18.9985,72.8174,0.1,Michelle Alexander DDS
400094,19.0359,72.9247,0.1,John Mcdaniel
400008,18.9671,72.8287,0.1,Shane Perez
400054,19.082,72.8345,0.1,Rodney Mills Jr.
400078,19.157,72.9327,0.1,Joseph Gonzalez
400069,19.1178,72.8737,0.1,Mark Lowe
400089,19.0685,72.9003,0.1,Timothy Cook
400036,18.9625,72.805,0.1,Jessica Walters
400007,18.9618,72.8134,0.1,John Johnson
400021,18.9256,72.8242,0.1,Anne Davis
400004,18.958,72.8214,0.1,Chad Miller
400006,18.9541,72.8004,0.1,Victoria Wilson
400098,19.0718,72.8615,0.1,Breanna Nunez
400018,18.9985,72.8174,0.1,Mr. James Duarte Jr.
400098,19.0718,72.8615,0.1,Joseph Coleman
400033,18.9856,72.8442,0.1,Brittany Wilson
400014,19.0148,72.8455,0.1,Jennifer Conner
400025,19.0158,72.8294,0.1,Keith Palmer
400002,18.9484,72.8259,0.1,Joseph Jenkins
400017,19.0456,72.8537,0.1,William Parker
400045,19.0633,72.9258,0.1,Daniel Hill
400701,19.125362,72.9992,0.1,Casey Kelley
400072,19.1018,72.8904,0.1,Krista Medina
400002,18.9484,72.8259,0.1,Samuel Richards
400097,19.1839,72.8584,0.1,Eugene Allen
400041,19.0172,72.9398,0.1,Louis Miller Jr.
400002,18.9484,72.8259,0.1,Christopher Obrien
400040,19.0636,72.9228,0.1,Craig Harris
400071,19.0521,72.9007,0.1,Jessica Hampton
400014,19.0148,72.8455,0.1,Linda Christensen
400011,18.981,72.8268,0.1,Nathaniel Becker
400083,19.1166,72.9374,0.1,Sonya Luna
400026,18.9706,72.8095,0.1,Jason Thompson
400011,18.981,72.8268,0.1,Joshua Graham
400085,19.0438,72.9121,0.1,Carolyn Ortega
400043,19.0633,72.9258,0.1,Leonard Carter
400098,19.0718,72.8615,0.1,Brittany Padilla
400085,19.0438,72.9121,0.1,Frank Gamble
400081,19.1661,72.9646,0.1,Steven Butler
400053,19.1121,72.8611,0.1,James Montgomery
400036,18.9625,72.805,0.1,Tyler Nunez
400027,18.9793,72.8383,0.1,Thomas Sims
400073,19.0718,72.9168,0.1,Brian Anderson
400066,19.2313,72.8635,0.1,Jonathan Johnson
400015,18.9961,72.8528,0.1,David Allen
400059,19.1119,72.879,0.1,Jordan Mcfarland
400084,19.0976,72.9032,0.1,Ryan Walls
400047,19.1246,72.8422,0.1,Julia Tucker
400024,19.0611,72.8792,0.1,Evan Krueger
400002,18.9484,72.8259,0.1,Robert Watson
400099,19.0929,72.8654,0.1,Jessica Clark
400047,19.1246,72.8422,0.1,Darryl Gay
400089,19.0685,72.9003,0.1,Eric Walker
400060,19.1368,72.8579,0.1,Joseph Green
400085,19.0438,72.9121,0.1,Thomas Brown
400089,19.0685,72.9003,0.1,Aaron Ayala
400041,19.0172,72.9398,0.1,Patrick Woods
400615,19.2683,72.971,0.1,Steven Lawrence
400005,18.9104,72.8198,0.1,Katie Becker
400047,19.1246,72.8422,0.1,Jeffrey Beasley
400020,18.9351,72.8264,0.1,Bradley Lee
400026,18.9706,72.8095,0.1,Mike Thompson
400017,19.0456,72.8537,0.1,James Green
400013,18.9982,72.8275,0.1,William Payne
400064,19.1872,72.8407,0.1,Antonio Hawkins
400029,19.0797,72.8679,0.1,David Alvarez
400032,18.929,72.8301,0.1,Brittany Scott
400062,19.1593,72.8427,0.1,Traci Valencia
400028,19.0217,72.8375,0.1,Mary Mendez
400086,19.0893,72.9078,0.1,Megan Tate
400011,18.981,72.8268,0.1,Elizabeth Moore
400055,19.0804,72.8469,0.1,Alexis Griffin
400071,19.0521,72.9007,0.1,Douglas Thomas
400085,19.0438,72.9121,0.1,Gavin Robinson
400055,19.0804,72.8469,0.1,Micheal Harrison
400069,19.1178,72.8737,0.1,Ricardo Castillo
400048,18.9104,72.8198,0.1,James Garner
400036,18.9625,72.805,0.1,Aaron Daniels
400012,18.9995,72.8397,0.1,Charles Williams
400059,19.1119,72.879,0.1,Anthony Lee
400082,19.1741,72.9372,0.1,Timothy Lambert
400015,18.9961,72.8528,0.1,Marcia Thomas
400042,19.1338,72.9384,0.1,Brittany Smith
400057,19.1007,72.8485,0.1,Benjamin Norton
400051,19.0596,72.8553,0.1,Frances Russell
400096,19.1267,72.8767,0.1,Anita Love
400082,19.1741,72.9372,0.1,Joseph Holt
400043,19.0633,72.9258,0.1,Mark Romero
400056,19.1045,72.8395,0.1,Joshua West
400021,18.9256,72.8242,0.1,Roger Young
400078,19.157,72.9327,0.1,Shane Holmes
400054,19.082,72.8345,0.1,Brittany Hamilton
400093,19.1283,72.8677,0.1,Vernon Harrison
400006,18.9541,72.8004,0.1,Connor Miller
400080,19.1721,72.9483,0.1,Michelle Thomas
400029,19.0797,72.8679,0.1,Edward Smith
400090,19.1629,72.8353,0.1,Taylor Wallace DDS
400033,18.9856,72.8442,0.1,Zachary Reed
400054,19.082,72.8345,0.1,Nathan Harris
400054,19.082,72.8345,0.1,Paul Rose
400095,19.1888,72.8197,0.1,Jeffrey Stevens
400038,18.9377,72.839,0.1,Sarah Jordan
400095,19.1888,72.8197,0.1,Tyler Morris
400009,18.9583,72.8389,0.1,Cheryl Smith
400048,18.9104,72.8198,0.1,Elizabeth Morris
400047,19.1246,72.8422,0.1,Tristan Owens
400009,18.9583,72.8389,0.1,James Richardson
400089,19.0685,72.9003,0.1,Michael Chen
400003,18.9532,72.8353,0.1,Brian Case
400063,19.1648,72.8533,0.1,Nicole Wilson
400095,19.1888,72.8197,0.1,Gary Haley
400097,19.1839,72.8584,0.1,Diana Davis
400095,19.1888,72.8197,0.1,Charles Dixon
400080,19.1721,72.9483,0.1,Terry Aguilar
400092,19.2327,72.7984,0.1,Whitney Waters
400010,18.9702,72.846,0.1,Charles Vaughn
400089,19.0685,72.9003,0.1,Brian Porter
400070,19.0741,72.8804,0.1,Kenneth Thornton
400098,19.0718,72.8615,0.1,Derek Allen
400708,19.157934,72.993477,0.1,Brandi Mack
400708,19.157934,72.993477,0.1,Andres Kemp
400017,19.0456,72.8537,0.1,Jack Coleman
400049,19.1047,72.8268,0.1,Mike Robbins
400013,18.9982,72.8275,0.1,Joseph Allen
400009,18.9583,72.8389,0.1,Brandon Robertson
400044,19.0633,72.9258,0.1,Kevin Browning
400092,19.2327,72.7984,0.1,Johnny Gonzales
400008,18.9671,72.8287,0.1,Diane Poole
400091,19.234,72.8399,0.1,Elizabeth Smith
400021,18.9256,72.8242,0.1,Steven Baker
400004,18.958,72.8214,0.1,James Barajas
400054,19.082,72.8345,0.1,James Taylor
400014,19.0148,72.8455,0.1,James Cook
400057,19.1007,72.8485,0.1,Grace Phillips
400051,19.0596,72.8553,0.1,Troy Rogers
400029,19.0797,72.8679,0.1,Makayla Brown
400073,19.0718,72.9168,0.1,Jessica Burns
400050,19.0552,72.83,0.1,Zachary Lopez
400081,19.1661,72.9646,0.1,Denise Bowen
400019,19.0269,72.8554,0.1,Jackie Reilly
400014,19.0148,72.8455,0.1,Joseph Rodriguez
400022,19.0426,72.8638,0.1,Alexandra Allen
400035,18.9417,72.7936,0.1,Ricardo Melendez
400068,19.2591,72.8338,0.1,Corey Poole
400079,19.1025,72.9254,0.1,Stephanie Wilson
400101,19.2059,72.8661,0.1,Aaron Rodriguez
400044,19.0633,72.9258,0.1,Steven Reynolds
400045,19.0633,72.9258,0.1,Harold Hart
400094,19.0359,72.9247,0.1,Christian Townsend
400064,19.1872,72.8407,0.1,David Moore
400016,19.0389,72.8421,0.1,Michele Powell
400063,19.1648,72.8533,0.1,Brandon Smith
400010,18.9702,72.846,0.1,Beth Edwards
400040,19.0636,72.9228,0.1,Kurt Miller
400079,19.1025,72.9254,0.1,Ryan Cooper
400081,19.1661,72.9646,0.1,William Davidson
400097,19.1839,72.8584,0.1,Ross Turner
400015,18.9961,72.8528,0.1,Andrew Berger
400092,19.2327,72.7984,0.1,James Arnold
400101,19.2059,72.8661,0.1,Barbara Khan
400065,19.1556,72.885,0.1,Jose Fields
400039,18.9223,72.8312,0.1,Willie Rowe
400034,18.9724,72.8148,0.1,Charlotte Webster
400064,19.1872,72.8407,0.1,Patrick Franklin
400016,19.0389,72.8421,0.1,Bradley Ochoa
400095,19.1888,72.8197,0.1,Mark Munoz
400056,19.1045,72.8395,0.1,Edward Swanson
400078,19.157,72.9327,0.1,Elizabeth Snyder
400088,19.0483,72.9288,0.1,John Miller
400004,18.958,72.8214,0.1,Curtis Hill
400034,18.9724,72.8148,0.1,John Buck
400615,19.2683,72.971,0.1,Robert Novak
400087,19.1391,72.8956,0.1,Donald Mason
400031,19.0133,72.8549,0.1,Anna Lopez
400033,18.9856,72.8442,0.1,Andrew Ortega
400057,19.1007,72.8485,0.1,Jennifer Mason
400042,19.1338,72.9384,0.1,Jack Brown
400064,19.1872,72.8407,0.1,Joshua Singleton
400064,19.1872,72.8407,0.1,Diane Parker
400096,19.1267,72.8767,0.1,Olivia Williams
400025,19.0158,72.8294,0.1,Michael Sanders
400085,19.0438,72.9121,0.1,Jonathon Best
400073,19.0718,72.9168,0.1,Janet Guzman
400045,19.0633,72.9258,0.1,Jordan Lopez
400024,19.0611,72.8792,0.1,Holly Wells
400002,18.9484,72.8259,0.1,Isaac Sanford
400075,19.0799,72.9174,0.1,Nathan Nichols
400004,18.958,72.8214,0.1,Jordan Gibson
400067,19.2072,72.8348,0.1,Johnathan Moss
400095,19.1888,72.8197,0.1,Kenneth Sanders
400068,19.2591,72.8338,0.1,James Reyes
400017,19.0456,72.8537,0.1,Jasmine Duncan
400070,19.0741,72.8804,0.1,Kyle Cunningham
400070,19.0741,72.8804,0.1,Elizabeth Curry
400004,18.958,72.8214,0.1,James Johnson
400081,19.1661,72.9646,0.1,Jessica Krueger
400019,19.0269,72.8554,0.1,Justin Cooke
400066,19.2313,72.8635,0.1,John Hoover
400084,19.0976,72.9032,0.1,Phillip Black
400015,18.9961,72.8528,0.1,Melanie Wilson
400003,18.9532,72.8353,0.1,Jared Fitzgerald Jr.
400085,19.0438,72.9121,0.1,Annette Perez
400024,19.0611,72.8792,0.1,Timothy Wright Jr.
400055,19.0804,72.8469,0.1,Matthew Collins
400022,19.0426,72.8638,0.1,Melissa Anderson
400032,18.929,72.8301,0.1,Richard Parrish
400100,19.0929,72.8654,0.1,Patrick Garcia
400084,19.0976,72.9032,0.1,William Bradshaw
400083,19.1166,72.9374,0.1,Sara Salazar
400069,19.1178,72.8737,0.1,Robert Gates
400011,18.981,72.8268,0.1,Crystal Russell
400101,19.2059,72.8661,0.1,Travis Anderson
400029,19.0797,72.8679,0.1,Mr. Stephen Martin
400082,19.1741,72.9372,0.1,Steven Rush
400097,19.1839,72.8584,0.1,Richard Carter
400014,19.0148,72.8455,0.1,Jordan Cooper
400015,18.9961,72.8528,0.1,Scott Gonzales
400003,18.9532,72.8353,0.1,Jasmine Harrison
400036,18.9625,72.805,0.1,Richard Allen
400016,19.0389,72.8421,0.1,Laura Elliott
400020,18.9351,72.8264,0.1,Bruce Foster
400025,19.0158,72.8294,0.1,Jon Solomon
400048,18.9104,72.8198,0.1,Michael Rivera
400067,19.2072,72.8348,0.1,Christopher Edwards
400098,19.0718,72.8615,0.1,Larry Martinez
400064,19.1872,72.8407,0.1,Timothy Waters
400028,19.0217,72.8375,0.1,Brian Anderson
400052,19.0717,72.8341,0.1,Brian Mcdowell
400053,19.1121,72.8611,0.1,Kelly Williams
400078,19.157,72.9327,0.1,Randy Harmon
400048,18.9104,72.8198,0.1,Michael Hubbard
400031,19.0133,72.8549,0.1,Michael Anderson
400039,18.9223,72.8312,0.1,Jeanne Hardy
400053,19.1121,72.8611,0.1,William Williamson
400030,19.0122,72.8219,0.1,Joseph Sanchez
400082,19.1741,72.9372,0.1,Shawn Hahn
400013,18.9982,72.8275,0.1,Robert Love
400092,19.2327,72.7984,0.1,Justin Lambert
400100,19.0929,72.8654,0.1,Sarah Rogers
400027,18.9793,72.8383,0.1,David Peck
400023,18.9321,72.8323,0.1,Jill Murphy
400002,18.9484,72.8259,0.1,Steven Salinas
400016,19.0389,72.8421,0.1,Joseph Richard
400042,19.1338,72.9384,0.1,Curtis Spencer
400044,19.0633,72.9258,0.1,Karl Goodwin
400051,19.0596,72.8553,0.1,Arthur Gilbert
400006,18.9541,72.8004,0.1,James Wise
400056,19.1045,72.8395,0.1,Christine Fitzgerald
400048,18.9104,72.8198,0.1,Edward Rodriguez
400073,19.0718,72.9168,0.1,Alexandra Medina
400033,18.9856,72.8442,0.1,John Fletcher
400043,19.0633,72.9258,0.1,Traci Smith
400033,18.9856,72.8442,0.1,Mrs. Lisa Lee MD
400028,19.0217,72.8375,0.1,Jacob Berry
400033,18.9856,72.8442,0.1,Casey Hess
400065,19.1556,72.885,0.1,Laurie Johnson
400061,19.1427,72.8053,0.1,Mary Barton
400065,19.1556,72.885,0.1,Richard Griffin
400087,19.1391,72.8956,0.1,Brian Barnes II
400043,19.0633,72.9258,0.1,Brent Medina
400078,19.157,72.9327,0.1,Caleb Krueger
400068,19.2591,72.8338,0.1,Andre Scott
400071,19.0521,72.9007,0.1,Shannon Garcia
400012,18.9995,72.8397,0.1,Todd Beltran
400032,18.929,72.8301,0.1,Mark Jones
400017,19.0456,72.8537,0.1,Thomas Kent
400073,19.0718,72.9168,0.1,Paul Dawson
400099,19.0929,72.8654,0.1,Alex Shaffer
400032,18.929,72.8301,0.1,Jessica Robertson
400056,19.1045,72.8395,0.1,Lisa Garcia
400031,19.0133,72.8549,0.1,Mark Johnson
400094,19.0359,72.9247,0.1,Phyllis Haynes
400050,19.0552,72.83,0.1,Joseph Jones
400023,18.9321,72.8323,0.1,Derrick Gregory
400004,18.958,72.8214,0.1,Sabrina Morrison
400071,19.0521,72.9007,0.1,Jeremy Douglas
400040,19.0636,72.9228,0.1,Connie Todd
400088,19.0483,72.9288,0.1,Bobby Davenport
400055,19.0804,72.8469,0.1,Jason Adams
400065,19.1556,72.885,0.1,Donald Glover
400073,19.0718,72.9168,0.1,Charles Gutierrez
400615,19.2683,72.971,0.1,Zachary Black
400090,19.1629,72.8353,0.1,Robert Matthews
400071,19.0521,72.9007,0.1,Christopher Sanford
400051,19.0596,72.8553,0.1,Terry Larson
400068,19.2591,72.8338,0.1,Scott Ortiz
400010,18.9702,72.846,0.1,Matthew Williams
400039,18.9223,72.8312,0.1,Dorothy Lane
400072,19.1018,72.8904,0.1,Richard Howell
400031,19.0133,72.8549,0.1,Jeremy Bautista
400019,19.0269,72.8554,0.1,Matthew Grant
400035,18.9417,72.7936,0.1,David Spencer
400098,19.0718,72.8615,0.1,Jeff Drake
400065,19.1556,72.885,0.1,Tracey Hanna
400047,19.1246,72.8422,0.1,Christopher Jacobson
400066,19.2313,72.8635,0.1,Erin Ruiz
400002,18.9484,72.8259,0.1,Jacob Moody PhD
400003,18.9532,72.8353,0.1,Alejandro Wiggins
400018,18.9985,72.8174,0.1,Amy Williams
400086,19.0893,72.9078,0.1,Pamela Daniels
400708,19.157934,72.993477,0.1,Shelley Hamilton
400003,18.9532,72.8353,0.1,Sydney Cooper
400022,19.0426,72.8638,0.1,Mary Hunter
400080,19.1721,72.9483,0.1,Terry Lam
400045,19.0633,72.9258,0.1,Brian Singleton
400066,19.2313,72.8635,0.1,Mia Ellis
400040,19.0636,72.9228,0.1,Glenn Spence
400095,19.1888,72.8197,0.1,Amanda Simon
400015,18.9961,72.8528,0.1,Michael Hoover
400024,19.0611,72.8792,0.1,John Sosa
400073,19.0718,72.9168,0.1,Joshua Zuniga
400034,18.9724,72.8148,0.1,Derek Brooks
400097,19.1839,72.8584,0.1,Chris Flores
400090,19.1629,72.8353,0.1,Kyle Strickland
400069,19.1178,72.8737,0.1,Amy Marquez MD
400054,19.082,72.8345,0.1,David Brown
400014,19.0148,72.8455,0.1,Julia Webster
400028,19.0217,72.8375,0.1,Natalie Robinson
400075,19.0799,72.9174,0.1,Brandon Harris
400095,19.1888,72.8197,0.1,Timothy Hays
400039,18.9223,72.8312,0.1,John Davis PhD
400062,19.1593,72.8427,0.1,Kent Douglas
400092,19.2327,72.7984,0.1,Grace Mejia
400043,19.0633,72.9258,0.1,Michael Monroe
400054,19.082,72.8345,0.1,Anna Simpson
400009,18.9583,72.8389,0.1,Mary Bass
400091,19.234,72.8399,0.1,Valerie Stanley
400007,18.9618,72.8134,0.1,William Zavala
400041,19.0172,72.9398,0.1,Pedro Anderson
400098,19.0718,72.8615,0.1,Michael Shannon
400031,19.0133,72.8549,0.1,Kevin Calderon
400091,19.234,72.8399,0.1,Michael Leonard
400077,19.0779,72.9056,0.1,Charles Wheeler
400097,19.1839,72.8584,0.1,Johnny Cisneros
400038,18.9377,72.839,0.1,Joshua Hardy
400033,18.9856,72.8442,0.1,Harry Ruiz
400008,18.9671,72.8287,0.1,Christopher Bates
400018,18.9985,72.8174,0.1,Charles Smith
400037,19.0257,72.8697,0.1,Paul Simmons
400073,19.0718,72.9168,0.1,Kyle Morrow
400072,19.1018,72.8904,0.1,Gregory Bentley
400088,19.0483,72.9288,0.1,Sara Rivers
400006,18.9541,72.8004,0.1,Michael Johnson
400078,19.157,72.9327,0.1,Christopher Wagner
400036,18.9625,72.805,0.1,Jamie Mendoza
400074,19.029,72.8881,0.1,Jacqueline Rivera
400099,19.0929,72.8654,0.1,Gordon Koch
400055,19.0804,72.8469,0.1,Christopher Hart
400077,19.0779,72.9056,0.1,Carrie Kidd
400076,19.1239,72.9094,0.1,Jason Welch
400068,19.2591,72.8338,0.1,Jesus Moore
400075,19.0799,72.9174,0.1,Michael Aguilar
400072,19.1018,72.8904,0.1,Haley Schwartz
400069,19.1178,72.8737,0.1,David Anderson
400051,19.0596,72.8553,0.1,Chad Carlson
400093,19.1283,72.8677,0.1,Jeremy Freeman Jr.
400037,19.0257,72.8697,0.1,Jerry Arnold
400001,18.9385,72.8363,0.1,Susan Robinson
400010,18.9702,72.846,0.1,Kelly Williams
400034,18.9724,72.8148,0.1,Rebecca Cummings
400064,19.1872,72.8407,0.1,Gary Thomas
400057,19.1007,72.8485,0.1,Jeffrey Holden
400099,19.0929,72.8654,0.1,John Price
400093,19.1283,72.8677,0.1,David Estrada
