sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode
20211100042,IT,Eric Perez,9867950232,ericperez@gmail.com,M,49.28,78.15,58.18,50.41,77.48,81.67,61.28,Kevin Goodman,Wellsite geologist,April Jackson,"Programmer, multimedia",1412878,400055
20211100043,IT,Kylie Anderson,8452861458,kylieanderson@yahoo.com,F,69.04,76.36,54.39,66.09,95.2,68.96,1.03,Jordan Simpson,"Designer, blown glass/stained glass",Amber Wallace,Restaurant manager,968702,400091
20211100044,IT,Veronica Brooks,9665842886,veronicabrooks@hotmail.com,F,84.81,54.75,78.28,65.5,72.59,69.47,39.84,Jermaine Norris,"Engineer, biomedical",Tracy Walls,Medical physicist,1400236,400055
20211100045,COMPS,Kayla Craig,8999748923,kaylacraig@yahoo.com,F,43.49,78.43,98.0,71.04,64.65,97.27,5.49,George Price,"Research officer, government",Sierra Mcintyre,Community education officer,177692,400078
20211100046,IT,Olivia Green,9867058239,oliviagreen@yahoo.com,F,88.26,79.56,20.31,93.85,91.86,57.88,25.88,Gary Parker,Museum/gallery curator,Erin Tate,"Surveyor, insurance",596959,400082
20211100047,COMPS,Cody Wilson,9967873037,codywilson@gmail.com,M,90.43,74.69,9.33,52.96,70.12,64.94,1.99,Mr. Jeff Johnson Jr.,Trade union research officer,Kristina Richard,"Teacher, secondary school",306553,400100
20211100048,MECH,Matthew Jackson,8999012044,matthewjackson@hotmail.com,M,92.98,62.01,73.62,86.0,66.7,57.06,77.06,Matthew Collins,Early years teacher,Kelly Spencer,Cytogeneticist,952872,400097
20211100049,MECH,Stephanie Gibbs,8454042147,stephaniegibbs@gmail.com,F,62.62,91.98,92.94,58.34,70.7,57.05,10.34,Joshua Benson,Radiation protection practitioner,Tara Davenport,"Scientist, water quality",353004,400074
20211100050,COMPS,Michael Allen,9892358334,michaelallen@gmail.com,M,82.79,61.9,69.93,86.27,69.1,87.95,41.13,Michael Kline,Banker,Lisa Ramirez,Exercise physiologist,1044196,400024
20211100051,COMPS,Mrs. Amber Hall DDS,7738518500,mrs.amberhalldds@gmail.com,F,56.08,62.12,86.75,91.03,79.18,89.18,10.26,Douglas Huerta,"Education officer, community",Sarah Ortiz,Community education officer,465156,400024
20211100052,COMPS,Randall Thomas,8999554219,randallthomas@gmail.com,M,86.35,89.88,63.41,84.19,53.22,57.2,61.33,Brandon Nolan,Public affairs consultant,Kayla Sandoval,"Scientist, physiological",257762,400022
20211100053,IT,Chris Duke,8451862164,chrisduke@gmail.com,M,70.09,89.02,30.79,76.61,89.34,64.26,70.78,Kenneth King,Secretary/administrator,Amanda Petty,Petroleum engineer,1462828,400070
20211100054,EXTC,Christopher Smith,8452078924,christophersmith@gmail.com,M,88.01,74.91,49.75,85.48,87.59,68.25,71.09,Benjamin Cooper,Systems developer,Karen Miller,"Programmer, multimedia",847435,400100
20211100055,MECH,David Garcia,9004331362,davidgarcia@yahoo.com,M,89.91,94.78,48.38,81.63,69.78,70.46,89.68,Nicholas Hall,Tax inspector,Teresa Guerrero,Dealer,1342676,400077
20211100056,MECH,Brian Hurst,9987769156,brianhurst@gmail.com,M,67.18,97.72,17.65,72.48,93.86,97.41,57.18,Sean Williams,Science writer,Melanie Evans,"Engineer, mining",549246,400095
20211100057,MECH,James Freeman,8999475937,jamesfreeman@yahoo.com,M,59.56,81.19,43.31,65.98,77.49,82.5,26.17,Keith Gardner,Market researcher,Brianna Gonzalez,Educational psychologist,1431567,400037
20211100058,COMPS,Cory Weber,9867928848,coryweber@gmail.com,M,87.11,88.79,52.12,60.22,66.9,80.55,22.26,Jacob Keller,Pension scheme manager,Melissa Nichols,Conference centre manager,1045197,400034
20211100059,EXTC,Kevin Atkins DDS,8450995657,kevinatkinsdds@gmail.com,M,66.36,60.33,91.25,81.22,50.48,82.64,55.62,Jason Shannon,"Engineer, manufacturing systems",Andrea Green,Landscape architect,1304585,400017
20211100060,MECH,Mario Cole,9892372201,mariocole@gmail.com,M,65.83,55.35,84.97,56.27,73.84,83.21,29.05,David Robinson,Insurance broker,Jessica Monroe,Passenger transport manager,646782,400090
20211100061,IT,Todd Gomez,9004212516,toddgomez@gmail.com,M,85.38,90.6,95.34,99.24,82.37,56.31,73.26,Justin Hill,Hydrogeologist,Jennifer Conner,"Buyer, retail",1297041,400031
20211100062,IT,James Sanchez,9892956717,jamessanchez@gmail.com,M,52.78,53.79,63.37,97.48,55.07,81.47,67.56,Daniel Miller,Health and safety inspector,Jill Mitchell,Advertising copywriter,1203211,400082
20211100063,MECH,Patrick Schroeder,9987957188,patrickschroeder@gmail.com,M,72.29,53.45,66.84,75.0,91.48,60.72,40.53,William Shaw,Television/film/video producer,Rachel Hester,"Engineer, production",1432899,400004
20211100064,COMPS,Samuel Peterson,9967362349,samuelpeterson@yahoo.com,M,86.99,79.63,92.82,68.45,73.75,60.39,16.7,Charles Miller,Charity officer,Kristen Mcgee,Academic librarian,632986,400014
20211100065,EXTC,John Anthony,9892362062,johnanthony@gmail.com,M,69.7,56.34,4.02,73.67,84.8,57.21,14.41,Chad Orozco,Politician's assistant,Stephanie Anthony,Technical brewer,1037297,400056
20211100066,EXTC,Angie Mitchell,9987872493,angiemitchell@hotmail.com,F,68.25,52.42,6.46,78.3,64.06,97.64,58.71,Gary Leon,Drilling engineer,Jennifer Fernandez,Television camera operator,109893,400014
20211100067,EXTC,Sean Hall,8454887020,seanhall@gmail.com,M,82.44,80.67,87.76,75.89,71.96,69.33,34.48,Anthony Cardenas,Office manager,Desiree Mendez,Network engineer,764308,400062
20211100068,IT,Claire Scott,9004257676,clairescott@gmail.com,F,68.74,84.87,29.86,53.24,58.38,80.2,40.8,Dale Brown,Accounting technician,Karen Castillo,Radio producer,393400,400031
20211100069,COMPS,Erin Callahan,9967623876,erincallahan@gmail.com,F,49.04,73.08,14.23,83.59,53.23,86.92,44.96,Joseph Gomez,Exhibition designer,Lauren Benton,"Programmer, multimedia",1372437,400080
20211100070,IT,Joel Johnson,9665911526,joeljohnson@gmail.com,M,81.69,52.74,12.08,96.85,84.28,53.7,29.55,Randall Lane,"Engineer, site",Michelle French,"Surveyor, quantity",839274,400002
20211100071,IT,Kayla Edwards,7738150648,kaylaedwards@gmail.com,F,90.67,54.43,40.11,99.53,99.55,90.46,20.93,Kevin White,"Editor, magazine features",Mary Harrell,Hotel manager,561975,400028
20211100072,IT,Luis Wagner,9867297668,luiswagner@yahoo.com,M,56.6,67.85,60.31,70.11,51.54,85.68,15.07,Edward Coleman,Archivist,Carrie Leach,Magazine features editor,536312,400059
20211100073,EXTC,David Johnson,8999865191,davidjohnson@yahoo.com,M,92.21,67.34,7.98,77.32,53.4,68.57,34.52,Daniel Nelson,Secondary school teacher,Claudia White,Sports coach,126802,400068
20211100074,COMPS,Matthew Booth,8454844230,matthewbooth@gmail.com,M,81.67,91.44,83.46,51.84,63.15,73.04,1.71,Matthew Grant,"Psychologist, educational",Janice Evans,Bonds trader,347546,400089
20211100075,EXTC,Daniel Perkins,9004942070,danielperkins@gmail.com,M,77.56,76.44,52.71,88.52,72.22,75.17,87.8,Matthew King,Legal executive,Kara Beck,Chief Financial Officer,336763,400029
20211100076,IT,Nathan Schneider,8454911973,nathanschneider@gmail.com,M,43.38,57.8,49.27,88.45,57.71,84.81,38.49,Michael Peterson,"Journalist, newspaper",Jennifer Rodriguez,Barrister's clerk,667160,400041
20211100077,MECH,Jeremy Romero,7738075002,jeremyromero@gmail.com,M,45.31,71.79,62.53,69.44,52.58,52.32,73.35,James Cook,"Designer, blown glass/stained glass",Sarah Cruz,TEFL teacher,1170796,400061
20211100078,IT,Mary Carpenter,7738381578,marycarpenter@gmail.com,F,57.73,95.12,42.15,60.56,88.17,98.9,66.95,Colton Manning,Land,Kathleen Montoya,Chartered management accountant,364843,400030
20211100079,IT,David Dickson,9004414119,daviddickson@gmail.com,M,38.51,90.89,40.83,54.7,93.12,60.52,74.04,Christian Curry,Food technologist,Jennifer Arias,Gaffer,681760,400053
20211100080,MECH,Daniel Carson,8454023535,danielcarson@gmail.com,M,48.01,98.46,95.86,74.05,95.97,58.79,88.0,Gary Parker,Tax inspector,Brooke Reid,Press sub,1014073,400064
20211100081,MECH,Robert Weaver,9665876099,robertweaver@gmail.com,M,43.92,67.88,9.07,55.68,82.14,68.93,61.2,Edward King,Probation officer,Anna Perez,Lawyer,1299613,400076
20211100082,IT,Troy Doyle MD,9004362133,troydoylemd@gmail.com,M,85.42,64.54,1.34,67.5,61.06,96.18,42.95,Joshua Morris,IT consultant,Lisa Hurley,Investment analyst,883499,400059
20211100083,MECH,Michael Livingston,9004373114,michaellivingston@gmail.com,M,51.3,61.32,20.73,98.9,59.54,91.74,10.7,Riley Palmer,Visual merchandiser,Gabriela Saunders,"Investment banker, operational",990357,400082
20211100084,EXTC,Karen Carroll,8999644793,karencarroll@gmail.com,F,44.43,99.38,66.89,94.39,84.1,80.92,89.85,John Johnson,Dancer,Deborah Scott,"Surveyor, minerals",752865,400101
20211100085,IT,Diana Sloan,9967266507,dianasloan@yahoo.com,F,85.52,63.0,77.63,51.58,62.24,80.98,12.79,Matthew Foley,Child psychotherapist,Cynthia Valdez,Building services engineer,1352566,400046
20211100086,IT,Shane Tucker,9665673833,shanetucker@gmail.com,M,57.37,60.72,44.37,64.86,68.13,51.16,31.43,Travis Brown,"Engineer, automotive",Angela Peterson,"Teacher, special educational needs",800766,400010
20211100087,MECH,Amy Brown,9004078286,amybrown@gmail.com,F,54.59,78.64,69.6,50.29,80.04,59.02,10.74,Juan Powell,Dance movement psychotherapist,Ann Page,Aid worker,1158778,400005
20211100088,EXTC,Kimberly Shaw,9987815990,kimberlyshaw@gmail.com,F,79.91,58.16,65.78,90.84,87.06,80.27,30.02,Robert Long,Television floor manager,Tracy Garcia,Further education lecturer,757289,400026
20211100089,EXTC,Randy Holt,9892636451,randyholt@gmail.com,M,61.55,64.35,6.07,50.9,88.69,51.73,1.69,Joseph Lin,Multimedia programmer,Dawn Ramirez,Community pharmacist,330599,400072
20211100090,COMPS,Jeremy Thompson Jr.,9867652007,jeremythompsonjr.@gmail.com,M,58.27,53.96,95.59,50.4,96.87,50.75,82.6,Edwin Day,"Civil engineer, contracting",Lisa Zhang,Music tutor,176732,400027
20211100091,COMPS,Clarence Evans,8999067334,clarenceevans@gmail.com,M,79.78,91.97,31.43,78.08,68.44,87.86,66.06,Adam Jones,Electronics engineer,Jessica Lopez,TEFL teacher,1316457,400058
20211100092,MECH,Carrie Flores,8999496787,carrieflores@gmail.com,F,98.18,51.3,52.51,73.35,81.27,57.69,54.8,Alan Wolfe,"Chemist, analytical",Jessica Patterson,Barrister,294660,400044
20211100093,IT,Joshua Smith,7738092495,joshuasmith@gmail.com,M,82.68,61.12,70.37,67.67,90.48,92.14,16.74,Christopher Reed,Furniture conservator/restorer,Lynn Kelly,"Radiographer, diagnostic",1099938,400026
20211100094,EXTC,Raymond Obrien,8454841255,raymondobrien@gmail.com,M,96.5,52.44,95.8,67.03,77.58,58.44,56.17,James Turner,Production engineer,Margaret Diaz,Public relations account executive,1176677,400025
20211100095,EXTC,Derek Williams,9987268022,derekwilliams@hotmail.com,M,46.99,90.57,90.7,60.27,53.54,79.53,50.96,Joseph Barker,"Nurse, adult",Elizabeth Lindsey,Colour technologist,940398,400077
20211100096,IT,Tommy White,9967466093,tommywhite@gmail.com,M,76.18,81.35,88.79,57.73,58.13,62.71,2.11,Justin Gomez,Statistician,Karen Anderson,Automotive engineer,1319040,400089
20211100097,EXTC,Susan Wright,9867439786,susanwright@yahoo.com,F,74.69,90.77,83.58,83.3,83.27,58.19,43.12,Eric Rowe,English as a second language teacher,Alexandra Johnson,Engineering geologist,1362296,400086
20211100098,IT,Bobby Howard,9967223322,bobbyhoward@gmail.com,M,46.49,78.45,58.59,58.9,63.17,85.58,68.67,Jacob Dean,Contractor,Shannon Smith,Site engineer,617895,400094
20211100099,IT,Derek Ashley,8452084758,derekashley@yahoo.com,M,59.34,86.04,91.25,56.25,90.21,64.07,84.46,David Coleman,Tourism officer,Rebecca Martin,Electrical engineer,1320671,400004
20211100100,EXTC,Peter Mills,9867840664,petermills@gmail.com,M,45.97,87.91,32.33,55.7,50.91,99.15,60.06,Jose Thompson,Community arts worker,Laura Bailey,Translator,1040172,400079
20211100101,EXTC,Christian Oconnor,9892479635,christianoconnor@gmail.com,M,69.63,84.93,86.16,61.61,89.15,70.44,36.84,Charles Jackson,Structural engineer,Jennifer Nguyen,"Engineer, agricultural",1301932,400069
20211100102,COMPS,Lindsey Rodriguez,9987019056,lindseyrodriguez@gmail.com,F,91.68,86.87,1.11,59.01,52.27,88.86,34.35,Antonio Lam,"Designer, interior/spatial",Jamie Peters,"Buyer, industrial",1235164,400047
20211100103,IT,Steven Gomez,9967921692,stevengomez@gmail.com,M,91.53,58.28,70.45,73.55,85.01,69.24,40.0,Trevor Gutierrez,"Engineer, manufacturing systems",Mrs. Brianna Blankenship,Industrial buyer,1202788,400001
20211100104,IT,Peter Davis,9892879807,peterdavis@yahoo.com,M,62.54,69.23,20.75,84.24,51.22,55.52,68.02,Theodore Lambert,Quantity surveyor,Sarah Mccormick,"Surveyor, hydrographic",1311714,400051
20211100105,COMPS,Michael Blanchard,9004721402,michaelblanchard@yahoo.com,M,80.49,80.74,46.08,59.83,91.92,54.64,75.7,David Diaz,Analytical chemist,Joan Bennett,Farm manager,338194,400068
20211100106,EXTC,Ryan Kerr,8454838069,ryankerr@gmail.com,M,38.4,66.23,6.41,71.93,77.01,98.96,66.95,Justin Fitzgerald,Chiropractor,Amanda Randolph,"Engineer, maintenance (IT)",332617,400074
20211100107,MECH,Nicholas Carlson,9967952561,nicholascarlson@yahoo.com,M,58.5,91.0,77.73,67.92,62.8,78.71,42.51,Michael Henry,"Geologist, engineering",Cheryl Carroll,Conference centre manager,315591,400014
20211100108,IT,Gary Buck,7738710126,garybuck@yahoo.com,M,74.66,62.09,63.13,61.04,63.37,98.0,14.85,Jason Wells,Senior tax professional/tax inspector,Cassidy Powers,Textile designer,198844,400027
20211100109,COMPS,Duane Johnson,9665521150,duanejohnson@hotmail.com,M,92.58,78.03,90.46,56.77,99.77,73.93,81.23,Daniel Bauer,Public librarian,Melissa Edwards,Chiropractor,1226293,400052
20211100110,EXTC,Dwayne Ward,9867624138,dwayneward@gmail.com,M,43.88,89.82,93.45,76.48,58.69,89.49,31.24,Brent Johnson,"Development worker, international aid",Courtney Baker,Housing manager/officer,690933,400009
20211100111,COMPS,Craig Burgess,9987448494,craigburgess@gmail.com,M,99.95,92.85,82.07,69.0,60.61,80.23,7.5,Stephen Pennington,Adult nurse,Susan Ellis,"Research officer, political party",102422,400049
20211100112,IT,Amber Gonzalez,8451924650,ambergonzalez@gmail.com,F,68.38,93.28,35.65,52.08,84.05,94.6,60.45,David Ruiz,Estate manager/land agent,Sarah Mora,Lobbyist,1373380,400007
20211100113,EXTC,Robert Rogers,9987613674,robertrogers@gmail.com,M,37.1,87.39,10.46,61.42,58.14,93.51,52.27,Michael Martin,Tax inspector,Shannon Edwards,Outdoor activities/education manager,1318335,400015
20211100114,COMPS,Joseph Valenzuela,9892846360,josephvalenzuela@yahoo.com,M,64.32,91.92,81.89,73.27,82.46,59.47,63.37,Thomas Luna,Biomedical scientist,Jill Martin,"Surveyor, planning and development",910052,400101
20211100115,IT,Jerome Williamson,9665829731,jeromewilliamson@gmail.com,M,75.7,55.78,88.27,99.44,67.8,67.75,53.94,Richard Johnston,Catering manager,Jessica Vaughn,Radio producer,733499,400007
20211100116,EXTC,Karen Johnson,9665814755,karenjohnson@gmail.com,F,61.51,98.14,80.62,81.02,71.63,97.54,31.34,Daniel Ponce,Passenger transport manager,Carmen Lambert,Product designer,613951,400101
20211100117,IT,Andrew Bush,9892016511,andrewbush@gmail.com,M,82.78,79.79,94.67,55.13,50.53,99.83,82.73,Justin Reed,Optometrist,Gina Snow,Sales executive,667898,400081
20211100118,EXTC,Scott Chung MD,9892951843,scottchungmd@gmail.com,M,89.57,64.25,82.85,61.18,82.41,78.23,74.73,Brent Wood,Retail buyer,Latasha Ho,Operations geologist,1303571,400024
20211100119,IT,Anthony Jenkins,9004012179,anthonyjenkins@gmail.com,M,41.14,74.85,22.32,52.75,73.37,94.05,78.1,Shawn Williams,Furniture designer,Jennifer Collins,"Psychologist, clinical",994980,400100
20211100120,EXTC,Harry Adkins,8999464845,harryadkins@gmail.com,M,81.86,92.34,11.64,83.74,78.45,65.23,59.28,James Mayo,Trading standards officer,Stephanie Gilmore,"Therapist, horticultural",587388,400054
20211100121,EXTC,Manuel Price,9004511187,manuelprice@gmail.com,M,47.35,79.73,93.41,51.72,91.23,86.76,30.29,Brian Cook,Archivist,Nicole Nielsen,"Restaurant manager, fast food",1348862,400063
20211100122,MECH,Jonathon Foster,9004010786,jonathonfoster@gmail.com,M,49.79,91.34,23.93,78.8,82.52,74.97,21.07,Anthony Hatfield,Art gallery manager,Jean Navarro,Industrial buyer,428610,400065
20211100123,IT,Christopher Tate,8452818585,christophertate@gmail.com,M,48.24,51.34,24.34,53.89,74.08,53.47,52.06,Mark Caldwell,Waste management officer,Cynthia Rojas,Industrial/product designer,703013,400034
20211100124,EXTC,John Rangel,7738021059,johnrangel@gmail.com,M,51.6,56.73,52.91,73.96,52.86,62.47,33.08,Keith Washington,Armed forces operational officer,Tricia Le,Emergency planning/management officer,171953,400025
20211100125,EXTC,Tammy Orr,9892462420,tammyorr@gmail.com,F,60.45,86.07,11.93,77.83,88.17,88.67,53.47,Chad Wood MD,Cartographer,Amy Lyons,Clinical cytogeneticist,686478,400099
20211100126,EXTC,Nathan Burton,8999873389,nathanburton@gmail.com,M,81.19,54.46,10.86,77.54,69.11,64.26,32.2,Cody Spencer,Planning and development surveyor,Michelle Williams,"Surveyor, insurance",934438,400059
20211100127,COMPS,Angela Russell,8999040664,angelarussell@yahoo.com,F,79.94,56.05,12.24,67.41,83.3,65.49,9.04,Andrew Flores,"Librarian, public",Emma Marshall,Software engineer,690726,400062
20211100128,IT,Joseph Evans,9892920078,josephevans@yahoo.com,M,80.54,55.19,52.41,98.69,74.12,72.15,56.08,Jose Elliott,"Teacher, secondary school",Sierra Moore,Event organiser,1497343,400071
20211100129,MECH,Alyssa Lyons,9665483731,alyssalyons@gmail.com,F,97.81,79.94,86.67,51.0,53.28,89.26,52.23,Harry Duran,Writer,Tammie Stein,Insurance account manager,1353247,400063
20211100130,COMPS,Richard Phillips,9967067222,richardphillips@yahoo.com,M,72.78,56.27,33.36,77.89,97.72,60.1,67.88,Stephen May,Ship broker,Angela Green,Environmental consultant,611108,400092
20211100131,MECH,Jessica Foley,9987215671,jessicafoley@gmail.com,F,92.97,82.11,54.51,51.77,64.23,75.06,49.45,Stanley Morgan,Magazine journalist,Julia Hill,"Designer, industrial/product",307563,400042
